last,first,state,congress,icpsr,majority,afam,latino,votepct,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,votepct_sq,les,south_dem,minwomen,meddist,majwomen,house_service,house_les,amles,power,up_for_reelection,freshman,retiree,altamles,sensq,thomas_name,st_name,cd,house,senate,fullamles
,,,105,14421,0,0,0,59,0,0,11,0,0,0,1,3481,0.14464624,0,0,0.6645,0,,,,0,,0,,,121,"Gephardt, Richard",MO,3,1,0,
Baucus,Max,MT,105,14203,0,0,0,50,0,0,10,1,0.114,0,0,2500,0.46529484,0,0,0.361,0,1,0.40195057,0.56941974,1,0,0,0,0.55675703,100,,,,0,1,0.67354465
,,,105,14829,1,0,0,68,1,1,9,1,0.082000002,0,0,4624,2.9847248,0,0,0.2895,0,,,,0,,0,,,81,"Hansen, James",UT,1,1,0,
,,,105,15420,1,0,0,61,0,0,6,1,0.52600002,0,0,3721,1.7598621,0,0,0.40149999,0,,,,1,,0,,,36,"Herger, Wally",CA,2,1,0,
,,,105,15605,1,0,0,73,1,1,5,0,0,0,0,5329,3.2569091,0,0,0.2615,0,,,,1,,0,,,25,"Goss, Porter",FL,14,1,0,
,,,105,14861,1,0,0,56,0,1,9,1,0.092,0,0,3136,4.4860182,0,0,0.11049999,0,,,,1,,0,,,81,"Skeen, Joe",NM,2,1,0,
,,,105,29352,1,0,0,58,0,0,2,0,0,0,0,3364,0.16688925,0,0,0.30249998,0,,,,0,,0,,,4,"Lewis, Ron",KY,2,1,0,
,,,105,15446,1,0,0,68,0,0,6,0,0,0,0,4624,1.0417477,0,0,0.1675,0,,,,0,,0,,,36,"Upton, Fred",MI,6,1,0,
,,,105,29127,0,0,0,68,0,0,4,1,0.199,0,0,4624,0.16634317,0,0,0.32550001,0,,,,0,,0,,,16,"Peterson, Collin",MN,7,1,0,
,,,105,15105,1,0,0,69,0,1,7,1,0.26899999,0,0,4761,2.8602831,0,0,0.1885,0,,,,1,,0,,,49,"Kolbe, Jim",AZ,5,1,0,
Lott,Trent,MS,105,14031,1,0,0,69,0,0,5,0,0,1,0,4761,0.88416123,0,0,0.352,0,1,0.34782422,0.8275314,1,0,0,0,0.80962181,25,,,,0,1,0.77090156
,,,105,14052,1,0,0,74,1,0,13,0,0,0,0,5476,7.1395435,0,0,0.20650001,0,,,,0,,0,,,169,"Shuster, Bud",PA,9,1,0,
,,,105,10573,0,0,0,50,0,0,13,1,0.52600002,0,0,2500,0.16272701,0,0,0.68449998,0,,,,0,,0,,,169,"Brown, George",CA,42,1,0,
,,,105,15438,0,0,0,54,0,0,1,0,0,0,0,2916,0.072323121,1,0,0.49850002,0,,,,1,,1,,,1,"Price, David",NC,4,1,0,
,,,105,29381,1,0,0,55,0,1,3,0,0,0,0,3025,0.75470155,0,0,0.039500006,0,,,,0,,0,,,9,"Quinn, Jack",NY,30,1,0,
,,,105,29564,0,0,0,69,0,0,2,1,0.148,0,0,4761,0.53294772,0,0,0.61849999,0,,,,0,,0,,,4,"Kennedy, Patrick",RI,1,1,0,
Wellstone,Paul,MN,105,49101,0,0,0,50,0,0,4,0,0,0,0,2500,0.30798101,0,0,0.75,0,0,0,0.68801087,0,0,0,0,0.68154424,16,,,,0,1,1.0680407
,,,105,14451,0,0,0,64,0,0,11,1,0.266,0,0,4096,0.01808078,0,0,0.36250001,0,,,,0,,0,,,121,"Skelton, Ike",MO,4,1,0,
Cleland,Max,GA,105,49701,0,0,0,49,0,0,1,1,0.133,0,0,2401,0.12502907,1,0,0.39200002,0,0,0,0.1403881,1,0,1,0,0.13803495,1,,,,0,1,0.15574713
,,,105,29765,1,0,0,55,0,0,1,0,0,0,0,3025,0.39868003,0,0,0.2235,0,,,,0,,1,,,1,"Cook, Merrill",UT,2,1,0,
,,,105,15014,1,0,0,75,1,0,8,1,0.14300001,0,0,5625,2.3401566,0,0,0.43949997,0,,,,0,,0,,,64,"Burton, Dan",IN,6,1,0,
,,,105,29531,0,0,0,57,0,0,2,1,0.653,0,0,3249,0.23505014,0,1,0.59850001,0,,,,0,,0,,,4,"Rivers, Lynn",MI,13,1,0,
,,,105,95617,1,0,0,61,0,0,5,0,0,0,0,3721,0,0,0,0.19750001,0,,,,1,,0,,,25,"Parker, Mike",MS,4,1,0,
,,,105,29104,1,0,0,60,0,1,4,1,0.625,0,0,3600,3.9256496,0,0,0.41049999,0,,,,0,,0,,,16,"Doolittle, John",CA,4,1,0,
,,,105,29742,0,0,0,56,0,0,1,0,0,0,0,3136,0.16634317,0,0,0.50150001,0,,,,0,,1,,,1,"Rothman, Steven",NJ,9,1,0,
,,,105,29576,1,0,0,64,0,1,2,0,0,0,0,4096,3.6635475,0,0,0.1025,0,,,,0,,0,,,4,"Davis, Thomas",VA,11,1,0,
,,,105,29520,1,0,0,50,0,0,2,0,0,0,0,2500,0.054242339,0,0,0.55849999,0,,,,0,,0,,,4,"Hostettler, John",IN,8,1,0,
,,,105,15413,1,0,0,60,0,1,6,0,0,0,0,3600,2.6788595,0,0,0.25349998,0,,,,0,,0,,,36,"Gallegly, Elton",CA,23,1,0,
,,,105,13011,0,1,0,77,0,0,14,0,0,0,0,5929,0.14880848,0,0,0.84549999,0,,,,0,,0,,,196,"Dellums, Ronald",CA,9,1,0,
,,,105,39302,1,0,1,62,0,0,3,0,0,0,0,3844,0.72867346,0,0,0.24350001,0,,,,1,,0,,,9,"Bonilla, Henry",TX,23,1,0,
,,,105,29708,1,0,0,50,0,0,1,1,0.56999999,0,0,2500,0.057858493,0,0,0.34749997,0,,,,0,,1,,,1,"Rogan, James",CA,27,1,0,
,,,105,29587,0,1,0,83,0,0,1,1,0.189,0,0,6889,0.51494312,0,0,0.65149999,0,,,,0,,1,,,1,"Cummings, Elijah",MD,7,1,0,
,,,105,29115,1,0,0,57,0,1,4,1,0.30199999,0,0,3249,0.92631435,0,0,0.2025,0,,,,0,,0,,,16,"Ewing, Thomas",IL,15,1,0,
,,,105,15006,1,0,0,69,0,1,8,0,0,0,0,4761,0.39879018,0,0,0.21550001,0,,,,0,,0,,,64,"Bilirakis, Michael",FL,9,1,0,
,,,105,14248,0,0,0,62,0,0,12,1,0.40700001,0,0,3844,0.32545403,0,0,0.61250001,0,,,,0,,0,,,144,"LaFalce, John",NY,29,1,0,
,,,105,29729,0,0,0,53,0,0,1,0,0,0,0,2809,0.072323121,0,0,0.72350001,0,,,,0,,1,,,1,"McGovern, James",MA,3,1,0,
,,,105,29337,0,1,0,73,0,0,3,0,0,0,0,5329,1.022393,1,0,0.80449998,0,,,,0,,0,,,9,"Hastings, Alcee",FL,23,1,0,
Bingaman,Jeff,NM,105,14912,0,0,0,54,0,0,8,0,0,0,0,2916,0.9429009,0,0,0.43000001,0,0,0,1.1289989,1,0,0,0,1.1285938,64,,,,0,1,1.3150969
,,,105,39308,1,0,0,67,0,1,3,0,0,0,0,4489,4.5973625,0,0,0.31349999,0,,,,0,,0,,,9,"Goodlatte, Bob",VA,6,1,0,
,,,105,15121,0,0,0,91,0,0,7,0,0,0,0,8281,1.8279285,0,0,0.1425,0,,,,0,,0,,,49,"Traficant, James",OH,17,1,0,
,,,105,13002,1,0,0,81,1,0,14,1,0.191,0,0,6561,10.116566,0,0,0.3405,0,,,,1,,0,,,196,"Archer, Bill",TX,7,1,0,
Johnson,Tim,SD,105,15425,0,0,0,51,0,0,1,1,0.082999997,0,0,2601,0.75356925,0,0,0.44600001,0,1,1.2946085,0.58383268,0,0,1,0,0.58031589,1,,,,0,1,0.41409612
,,,105,29373,0,0,1,79,0,0,3,1,0.255,0,1,6241,1.4074154,0,0,0.5675,0,,,,0,,0,,,9,"Menendez, Robert",NJ,13,1,0,
,,,105,,0,1,0,,0,0,1,0,,0,0,,0.31597838,0,1,,0,,,,0,,1,,,1,"Christian-Green, Donna",VI,1,1,0,
,,,105,29770,0,0,0,52,0,0,1,0,0,0,0,2704,0.075939275,0,0,0.5205,0,,,,0,,1,,,1,"Johnson, Jay",WI,8,1,0,
Collins,Susan,ME,105,49703,1,0,0,49,0,1,1,0,0,0,0,2401,0.1437729,0,0,0.041999999,1,0,0,0.15182814,0,0,1,0,0.14991023,1,,,,0,1,0.15988338
DeWine,Mike,OH,105,15020,1,0,0,53,0,1,2,1,0.329,0,0,2809,1.4059206,0,0,0.099000007,0,1,0.042900223,1.3420744,0,0,0,0,1.3123558,4,,,,0,1,1.2782282
,,,105,14015,1,0,0,57,1,0,13,1,0.40700001,0,0,3249,5.5231719,0,0,0.1095,0,,,,0,,0,,,169,"Gilman, Benjamin",NY,20,1,0,
,,,105,29345,1,0,0,69,0,0,3,1,0.119,0,0,4761,0.925466,0,0,0.32050002,0,,,,0,,0,,,9,"Crapo, Mike",ID,2,1,0,
Faircloth,Lauch,NC,105,49304,1,0,0,50,0,1,3,0,0,0,0,2500,0.67485845,0,0,0.64200002,0,0,0,0.66048574,1,1,0,1,0.6599381,9,,,,0,1,0.64611304
,,,105,29713,0,0,0,59,0,0,1,1,0.249,0,0,3481,0.01808078,1,0,0.3475,0,,,,0,,1,,,1,"Boyd, Allen",FL,2,1,0,
,,,105,29756,0,1,0,61,0,0,1,0,0,0,0,3721,0.036161561,1,0,0.63050002,0,,,,0,,1,,,1,"Ford, Harold",TN,9,1,0,
,,,105,29120,0,1,0,,0,0,4,1,0.185,0,0,,0.054242339,1,0,0.6365,0,,,,1,,0,,,16,"Jefferson, William",LA,2,1,0,
,,,105,29336,1,0,1,100,0,0,3,1,0.255,0,0,10000,0.4570846,0,0,0.071500011,0,,,,1,,0,,,9,"Diaz-Balart, Lincoln",FL,21,1,0,
Boxer,Barbara,CA,105,15011,0,0,0,48,0,0,3,0,0,0,0,2304,0.40837091,0,1,0.59899998,0,1,0.73265392,0.43481508,1,1,0,0,0.42983851,9,,,,0,1,0.46125925
,,,105,15434,1,0,0,61,0,1,6,1,0.252,0,0,3721,5.819521,0,0,0.1885,1,,,,0,,0,,,36,"Morella, Constance",MD,8,1,0,
,,,105,29773,1,0,0,,0,0,1,0,0,0,0,,0.054242339,0,0,0.29749998,0,,,,0,,1,,,1,"Fossella, Vito",NY,13,1,0,
,,,105,15010,0,0,0,65,0,0,8,1,0.164,0,0,4225,0.072323121,1,0,0.45649999,0,,,,0,,0,,,64,"Boucher, Rick",VA,9,1,0,
,,,105,14662,1,0,0,60,1,0,10,1,0.40700001,0,0,3600,4.3304591,0,0,0.3175,0,,,,1,,0,,,100,"Solomon, Gerald",NY,22,1,0,
,,,105,29144,0,0,0,57,0,0,4,1,0.20999999,0,1,3249,0.01808078,1,0,0.40549999,0,,,,1,,0,,,16,"Edwards, Chet",TX,11,1,0,
,,,105,29320,1,0,0,53,0,1,3,0,0,0,0,2809,2.9195361,0,0,0.006499999,0,,,,0,,0,,,9,"Horn, Stephen",CA,38,1,0,
,,,105,29135,1,0,0,58,0,1,4,1,0.20299999,0,0,3364,2.160111,0,0,0.3355,0,,,,1,,0,,,16,"Taylor, Charles",NC,11,1,0,
,,,105,12030,0,1,0,81,0,0,15,0,0,0,0,6561,0.72241521,0,0,0.74050003,0,,,,1,,0,,,225,"Stokes, Louis",OH,11,1,0,
,,,105,29327,1,0,0,70,0,1,3,1,0.192,0,0,4900,4.0136647,0,0,0.057499997,0,,,,0,,0,,,9,"Castle, Michael",DE,1,1,0,
,,,105,29389,0,0,0,60,0,0,3,1,0.329,0,0,3600,0.054242339,0,0,0.63349998,0,,,,0,,0,,,9,"Brown, Sherrod",OH,13,1,0,
,,,105,14649,0,0,0,70,0,0,10,0,0,0,0,4900,0.56412035,0,0,0.59749997,0,,,,1,,0,,,100,"Matsui, Robert",CA,5,1,0,
,,,105,29550,1,0,0,54,0,0,2,0,0,0,0,2916,1.2097257,0,0,0.48750001,0,,,,0,,0,,,4,"Chabot, Steve",OH,1,1,0,
,,,105,15451,1,0,0,,0,0,5,0,0,0,0,,0.14464624,0,0,0.21050002,0,,,,1,,0,,,25,"McCrery, Jim",LA,4,1,0,
,,,105,15401,1,0,0,,0,1,6,1,0.15000001,0,0,,0.19888857,0,0,0.2685,0,,,,0,,0,,,36,"Baker, Richard",LA,6,1,0,
,,,105,15107,0,0,0,71,0,0,7,0,0,0,0,5041,0.18497004,0,0,0.49950001,0,,,,0,,0,,,49,"Manton, Thomas",NY,7,1,0,
,,,105,29744,0,0,0,57,0,0,1,0,0,0,0,3249,0.036161561,0,1,0.44550002,0,,,,0,,1,,,1,"McCarthy, Carolyn",NY,4,1,0,
,,,105,29363,0,0,0,70,0,0,3,1,0.653,0,0,4900,0.81281912,0,0,0.36449999,0,,,,0,,0,,,9,"Barcia, James",MI,5,1,0,
,,,105,14854,1,0,0,100,0,1,9,0,0,0,0,10000,2.2365963,0,0,0.1935,0,,,,1,,0,,,81,"Rogers, Harold",KY,5,1,0,
,,,105,10757,0,0,0,60,0,0,4,1,0.27599999,0,0,3600,0.72739345,0,1,0.72049999,0,,,,0,,0,,,16,"Mink, Patsy",HI,2,1,0,
,,,105,29504,0,0,0,66,0,0,2,0,0,0,0,4356,0.19888857,0,1,0.62349999,0,,,,0,,0,,,4,"Lofgren, Zoe",CA,16,1,0,
,,,105,14675,1,0,0,73,0,1,10,1,0.249,0,0,5329,0.20250472,0,0,0.22750001,0,,,,0,,0,,,100,"Petri, Thomas",WI,6,1,0,
,,,105,15090,1,0,0,64,0,1,7,1,0.085000001,0,0,4096,2.1420302,0,0,0.20650001,0,,,,1,,0,,,49,"Callahan, Sonny",AL,1,1,0,
,,,105,29775,1,0,0,,0,0,1,0,0,0,0,,0.036161561,0,0,0.2025,1,,,,0,,1,,,1,"Bono Mack, Mary",CA,44,1,0,
,,,105,29568,1,0,0,58,0,0,2,0,0,0,0,3364,0.036161561,0,0,0.4145,0,,,,0,,0,,,4,"Hilleary, Van",TN,4,1,0,
,,,105,29563,1,0,0,51,0,0,2,0,0,0,0,2601,0.78108966,0,0,0.13349999,0,,,,1,,0,,,4,"English, Phil",PA,21,1,0,
,,,105,29517,1,0,0,59,0,0,2,1,0.30199999,0,0,3481,0.21696936,0,0,0.1305,0,,,,0,,0,,,4,"LaHood, Ray",IL,18,1,0,
,,,105,29518,1,0,0,58,0,1,2,0,0,0,0,3364,0.43900383,0,0,0.41649997,0,,,,0,,0,,,4,"McIntosh, David",IN,2,1,0,
,,,105,15627,1,0,0,67,0,1,5,0,0,0,0,4489,1.7995985,0,0,0.39249998,0,,,,0,,0,,,25,"Stearns, Cliff",FL,6,1,0,
,,,105,29529,1,0,0,62,0,0,2,1,0.204,0,0,3844,0.925466,0,0,0.22650002,0,,,,0,,0,,,4,"Ehrlich, Robert",MD,2,1,0,
,,,105,14869,1,0,0,72,0,1,9,0,0,0,0,5184,4.2621679,0,0,0.13349999,0,,,,1,,0,,,81,"Wolf, Frank",VA,10,1,0,
,,,105,15023,0,0,0,52,0,0,8,0,0,0,0,2704,1.7739006,0,0,0.6645,0,,,,0,,0,,,64,"Evans, Lane",IL,17,1,0,
Gramm,Phil,TX,105,14628,1,0,0,55,0,1,7,0,0,0,0,3025,0.62115073,0,0,0.456,0,1,0.068086736,0.38795447,1,0,0,0,0.38352603,49,,,,0,1,0.15475821
,,,105,29726,1,0,0,58,0,0,1,0,0,0,0,3364,0.0904039,0,0,0.1935,0,,,,0,,1,,,1,"Cooksey, John",LA,5,1,0,
,,,105,29759,1,0,0,,0,0,1,0,0,0,0,,0.51132691,0,0,0.44550002,0,,,,0,,1,,,1,"Sessions, Pete",TX,5,1,0,
,,,105,15637,0,0,0,58,0,0,5,1,0.16,0,0,3364,0.091416918,1,0,0.2095,0,,,,0,,0,,,25,"Taylor, Gene",MS,5,1,0,
,,,105,29522,1,0,0,65,0,0,2,0,0,0,0,4225,0.036161561,0,0,0.22650002,0,,,,1,,0,,,4,"Latham, Tom",IA,5,1,0,
,,,105,15402,1,0,0,70,0,1,6,1,0.19,0,0,4900,2.9492006,0,0,0.2965,0,,,,0,,0,,,36,"Ballenger, Cass",NC,10,1,0,
,,,105,15604,1,0,0,61,0,0,5,1,0.329,0,0,3721,0.73633379,0,0,0.081500001,0,,,,0,,0,,,25,"Gillmor, Paul",OH,5,1,0,
Feingold,Russell,WI,105,49309,0,0,0,53,0,0,3,1,0.27000001,0,0,2809,0.2860837,0,0,0.62699997,0,0,0,0.35331586,0,1,0,0,0.3420721,9,,,,0,1,0.42054802
,,,105,29771,0,0,1,,0,0,1,1,0.215,0,0,,0.14880848,1,0,0.5765,0,,,,0,,1,,,1,"Rodriguez, Ciro",TX,28,1,0,
Burns,Conrad,MT,105,15701,1,0,0,62,0,1,5,0,0,0,0,3844,0.66104764,0,0,0.255,0,0,0,0.69808131,1,0,0,0,0.68903702,25,,,,0,1,0.73511499
Hutchison,Kay,TX,105,49306,1,0,0,61,0,1,3,1,0.20999999,0,0,3721,1.4532574,0,0,0.23799999,1,0,0,1.5552638,1,0,0,0,1.5450463,9,,,,0,1,1.6572701
,,,105,14256,0,0,0,72,0,0,12,0,0,0,0,5184,1.7532383,0,0,0.85049999,0,,,,0,,0,,,144,"Miller, George",CA,7,1,0,
,,,105,39304,0,0,0,,0,0,3,1,0.20999999,0,0,,0.072323121,1,0,0.52950001,0,,,,0,,0,,,9,"Green, Gene",TX,29,1,0,
Murray,Patty,WA,105,49308,0,0,0,54,0,0,3,1,0.23,0,0,2916,0.52000976,0,1,0.51499999,0,0,0,0.59130812,1,1,0,0,0.57521027,9,,,,0,1,0.66260648
,,,105,29528,0,0,0,72,0,0,2,1,0.161,0,0,5184,0.10848468,0,0,0.53149998,0,,,,0,,0,,,4,"Baldacci, John",ME,2,1,0,
,,,105,29101,0,0,1,65,0,0,4,0,0,0,0,4225,0.2433746,0,0,0.6085,0,,,,1,,0,,,16,"Pastor, Ed",AZ,2,1,0,
Thurmond,Strom,SC,105,9369,1,0,0,53,1,0,22,1,0.28099999,1,0,2809,2.0613716,0,0,0.25,0,0,0,1.8293595,1,0,0,0,1.8433094,484,,,,0,1,1.5973475
,,,105,15000,0,0,0,64,0,0,8,1,0.40700001,0,0,4096,0.5837602,0,0,0.64950001,0,,,,0,,0,,,64,"Ackerman, Gary",NY,5,1,0,
Moseley-Braun,Carol,IL,105,49303,0,1,0,53,0,0,3,1,0.30199999,0,0,2809,0.21316823,0,1,0.505,0,0,0,0.23252209,1,1,0,1,0.23067138,9,,,,0,1,0.25187594
,,,105,29386,1,0,0,72,0,0,3,0,0,0,0,5184,2.5951333,0,0,0.2235,0,,,,1,,0,,,9,"Portman, Rob",OH,2,1,0,
,,,105,29100,0,0,0,56,0,0,4,0,0,0,0,3136,0.057858493,1,0,0.31349999,0,,,,1,,0,,,16,"Cramer, Robert",AL,5,1,0,
Helms,Jesse,NC,105,14105,1,0,0,53,1,0,13,0,0,0,0,2809,1.9390209,0,0,0.68099999,0,0,0,1.9206859,1,0,0,0,1.9176754,169,,,,0,1,1.9023509
,,,105,15058,1,0,0,62,0,1,8,1,0.28400001,0,0,3844,3.3333945,0,0,0.30249998,0,,,,0,,0,,,64,"Schaefer, Dan",CO,6,1,0,
,,,105,29560,1,0,0,49,0,0,2,1,0.336,0,0,2401,0.88072091,0,0,0.058499999,0,,,,0,,0,,,4,"Fox, Jon",PA,13,1,0,
,,,105,29731,0,0,0,54,0,0,1,1,0.33199999,0,0,2916,1.0186136,0,0,0.7385,0,,,,0,,1,,,1,"Delahunt, William",MA,10,1,0,
McConnell,Mitch,KY,105,14921,1,0,0,55,0,1,7,0,0,0,0,3025,1.1899502,0,0,0.28099999,0,0,0,0.73577636,1,0,0,0,0.7595706,49,,,,0,1,0.2816025
,,,105,29369,1,0,0,61,1,0,3,1,0.29699999,0,0,3721,1.8102577,0,0,0.2485,0,,,,0,,0,,,9,"Talent, Jim",MO,2,1,0,
,,,105,29316,0,0,1,72,0,0,3,1,0.625,0,0,5184,0.01808078,0,0,0.78549999,0,,,,1,,0,,,9,"Becerra, Xavier",CA,30,1,0,
,,,105,14824,0,0,0,72,0,0,9,1,0.38600001,0,0,5184,0.74909037,0,0,0.76350003,0,,,,0,,0,,,81,"Frank, Barney",MA,4,1,0,
,,,105,12009,0,1,0,70,0,0,15,0,0,0,0,4900,0.21696936,0,0,0.91250002,0,,,,0,,0,,,225,"Clay, William",MO,1,1,0,
,,,105,15417,1,0,0,64,0,1,6,1,0.34400001,1,0,4096,0.75144219,0,0,0.2685,0,,,,0,,0,,,36,"Hastert, J.",IL,14,1,0,
McCain,John,AZ,105,15039,1,0,0,56,1,0,6,0,0,0,0,3136,3.2657881,0,0,0.226,0,1,0.99524218,3.1945457,1,1,0,0,3.2413633,36,,,,0,1,3.1233034
,,,105,29307,1,0,0,64,0,0,3,0,0,0,0,4096,0.13379776,0,0,0.23150001,0,,,,1,,0,,,9,"Dickey, Jay",AR,4,1,0,
,,,105,29559,0,1,0,88,0,0,2,1,0.336,0,0,7744,0.56658232,0,0,0.75849998,0,,,,0,,0,,,4,"Fattah, Chaka",PA,2,1,0,
,,,105,,0,1,0,,0,0,4,0,,0,0,,1.3831761,0,1,,0,,,,0,,0,,,16,"Norton, Eleanor",DC,1,1,0,
,,,105,29107,1,0,0,65,0,0,4,0,0,0,0,4225,1.4127766,0,0,0.2465,0,,,,1,,0,,,16,"Cunningham, Randy",CA,51,1,0,
,,,105,14045,1,0,0,69,0,1,13,1,0.35499999,0,0,4761,2.2732248,0,0,0.087500013,0,,,,1,,0,,,169,"Regula, Ralph",OH,16,1,0,
,,,105,29776,0,1,0,,0,0,1,1,0.51499999,0,0,,0,0,0,0.72750002,0,,,,0,,1,,,1,"Meeks, Gregory",NY,6,1,0,
,,,105,29536,1,0,0,57,0,0,2,0,0,0,0,3249,0.73633379,0,0,0.35750002,0,,,,1,,0,,,4,"Christensen, Jon",NE,2,1,0,
,,,105,29772,0,0,0,43,0,0,1,0,0,0,0,1849,0.61674154,0,0,0.15250002,0,,,,0,,1,,,1,"Redmond, Bill",NM,3,1,0,
Cochran,Thad,MS,105,14009,1,0,0,71,0,1,10,0,0,0,0,5041,0.75354528,0,0,0.16700001,0,1,0.37188402,0.58197623,1,0,0,0,0.5945515,100,,,,0,1,0.41040719
,,,105,29123,0,0,0,53,0,0,4,1,0.61400002,0,0,2809,0.072323121,0,0,0.79150003,0,,,,1,,0,,,16,"Olver, John",MA,1,1,0,
,,,105,29368,0,1,0,60,0,0,3,0,0,0,0,3600,0.21816295,1,0,0.72850001,0,,,,0,,0,,,9,"Thompson, Bennie",MS,2,1,0,
Thompson,Fred,TN,105,49503,1,0,0,61,1,0,2,0,0,0,0,3721,0.54060787,0,0,0.25399998,0,0,0,0.7106142,0,0,0,0,0.71034688,4,,,,0,1,0.88062054
,,,105,29355,0,1,0,85,0,0,3,1,0.204,0,0,7225,0.32719243,0,0,0.59850001,0,,,,0,,0,,,9,"Wynn, Albert",MD,4,1,0,
,,,105,29524,1,0,0,50,0,0,2,1,0.152,0,0,2500,0.25729313,0,0,0.38550001,0,,,,1,,0,,,4,"Tiahrt, Todd",KS,4,1,0,
,,,105,15026,1,0,0,72,0,1,8,1,0.345,0,0,5184,5.2924714,0,0,0.2395,0,,,,0,,0,,,64,"Gekas, George",PA,17,1,0,
Dorgan,Byron,ND,105,14812,0,0,0,59,0,0,3,0,0,0,0,3481,1.1204762,0,0,0.5,0,1,1.042628,1.2003646,1,1,0,0,1.1847464,9,,,,0,1,1.2802529
,,,105,14458,0,0,0,57,0,0,11,1,0.211,0,0,3249,0.76287073,0,0,0.72850001,0,,,,0,,0,,,121,"Vento, Bruce",MN,4,1,0,
,,,105,29375,1,0,0,55,0,0,3,0,0,0,0,3025,0.18804011,0,0,0.1375,0,,,,0,,0,,,9,"King, Peter",NY,3,1,0,
,,,105,29309,0,0,0,62,0,0,3,0,0,0,0,3844,0.34769705,0,1,0.74550003,0,,,,0,,0,,,9,"Woolsey, Lynn",CA,6,1,0,
,,,105,15030,1,0,0,64,1,0,8,1,0.35499999,0,0,4096,2.5656385,0,0,0.1705,0,,,,0,,0,,,64,"Kasich, John",OH,12,1,0,
,,,105,29106,0,1,0,86,0,0,4,1,0.625,0,0,7396,0.28929248,0,1,0.9235,0,,,,0,,0,,,16,"Waters, Maxine",CA,35,1,0,
,,,105,29715,0,0,0,66,0,0,1,1,0.249,0,0,4356,0.054242339,1,0,0.56849998,0,,,,0,,1,,,1,"Wexler, Robert",FL,19,1,0,
,,,105,39315,0,0,0,73,0,0,3,1,0.27000001,0,0,5329,0.10848468,0,0,0.60149997,0,,,,0,,0,,,9,"Barrett, Thomas",WI,5,1,0,
Abraham,Spencer,MI,105,49500,1,0,0,52,0,1,2,0,0,0,0,2704,2.5051472,0,0,0.16700001,0,0,0,2.1678543,0,0,0,0,2.1547272,4,,,,0,1,1.8305614
,,,105,29766,1,0,0,51,0,0,1,0,0,0,0,2601,1.170702,0,0,0.43650001,0,,,,0,,1,,,1,"Cannon, Chris",UT,3,1,0,
,,,105,29562,0,0,0,54,0,0,2,0,0,0,0,2916,0,0,0,0.45649999,0,,,,0,,0,,,4,"Mascara, Frank",PA,20,1,0,
Stevens,Ted,AK,105,12109,1,0,0,77,1,1,15,1,0.31999999,0,0,5929,1.7475836,0,0,0.079999998,0,0,0,1.3112472,1,0,0,0,1.3316445,225,,,,0,1,0.87491083
,,,105,29703,0,0,0,52,0,0,1,1,0.104,0,0,2704,0.13072769,1,0,0.46350002,0,,,,0,,1,,,1,"Snyder, Vic",AR,2,1,0,
,,,105,29714,0,0,0,58,0,0,1,1,0.249,0,0,3364,0.054242339,1,0,0.4815,0,,,,0,,1,,,1,"Davis, Jim",FL,11,1,0,
,,,105,29366,0,0,0,55,0,0,3,0,0,0,0,3025,0.14464624,0,0,0.39950001,0,,,,0,,0,,,9,"Minge, David",MN,2,1,0,
,,,105,29302,0,1,0,71,0,0,3,1,0.15800001,0,0,5041,0.13072769,1,0,0.75650001,0,,,,0,,0,,,9,"Hilliard, Earl",AL,7,1,0,
,,,105,29764,0,0,1,71,0,0,1,0,0,0,0,5041,0.74096292,1,0,0.49150002,0,,,,0,,1,,,1,"Reyes, Silvestre",TX,16,1,0,
,,,105,29516,1,0,0,52,0,0,2,1,0.30199999,0,0,2704,0.50012165,0,0,0.2145,0,,,,1,,0,,,4,"Weller, Jerry",IL,11,1,0,
,,,105,14620,0,1,0,82,0,0,10,1,0.52600002,0,0,6724,0,0,0,0.61949998,0,,,,1,,0,,,100,"Dixon, Julian",CA,32,1,0,
,,,105,29326,1,0,0,69,0,0,3,1,0.30000001,0,0,4761,3.4931493,0,0,0.20350002,0,,,,1,,0,,,9,"McInnis, Scott",CO,3,1,0,
Coats,Daniel,IN,105,14806,1,0,0,57,0,1,5,0,0,0,0,3249,1.0564584,0,0,0.30699998,0,1,0.12727851,1.2486193,1,1,0,0,1.2309887,25,,,,0,1,1.4407803
,,,105,29105,0,0,0,57,0,0,4,0,0,0,0,3249,0.054242339,0,0,0.3845,0,,,,0,,0,,,16,"Dooley, Calvin",CA,20,1,0,
,,,105,15094,1,0,0,,0,0,7,1,0.191,1,0,,0.84184611,0,0,0.40850002,0,,,,1,,0,,,49,"DeLay, Tom",TX,22,1,0,
,,,105,29763,0,0,1,62,0,0,1,0,0,0,0,3844,0.036161561,1,0,0.52149999,0,,,,0,,1,,,1,"Hinojosa, Ruben",TX,15,1,0,
,,,105,15049,0,0,1,65,0,0,8,0,0,0,0,4225,0.057858493,1,0,0.4425,0,,,,0,,0,,,64,"Ortiz, Solomon",TX,27,1,0,
,,,105,15064,0,0,0,54,0,0,8,0,0,0,0,2916,0.12656546,1,0,0.4585,0,,,,0,,0,,,64,"Spratt, John",SC,5,1,0,
,,,105,29508,1,0,0,53,0,0,2,0,0,0,0,2809,1.3037306,0,0,0.2755,0,,,,0,,0,,,4,"Bilbray, Brian",CA,49,1,0,
