last,first,state,congress,icpsr,majority,afam,latino,votepct,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,votepct_sq,les,south_dem,minwomen,meddist,majwomen,house_service,house_les,amles,power,up_for_reelection,freshman,retiree,altamles,sensq,thomas_name,st_name,cd,house,senate,fullamles
Metzenbaum,Howard,OH,99,14073,0,0,0,57,0,0,6,1,0.35499999,0,0,3249,1.3454883,0,0,0.50199997,0,0,0,1.7607144,0,0,0,0,1.739118,36,,,,0,1,2.1759405
,,,99,14675,0,0,0,76,0,0,4,1,0.249,0,0,5776,0.29696333,0,0,0.34299999,0,,,,0,,0,,,16,"Petri, Thomas",WI,6,1,0,
,,,99,15091,0,0,0,51,0,0,1,0,0,0,0,2601,0.10828431,0,0,0.55400002,0,,,,0,,1,,,1,"Cobey, William",NC,4,1,0,
,,,99,15076,1,1,0,66,0,0,2,1,0.266,0,0,4356,0.018443005,0,0,0.43300003,0,,,,1,,0,,,4,"Wheat, Alan",MO,5,1,0,
,,,99,14210,1,0,0,52,0,0,2,0,0,0,0,2704,0.13832255,0,0,0.161,0,,,,1,,0,,,4,"Carr, Bob",MI,6,1,0,
Lautenberg,Frank,NJ,99,14914,0,0,0,51,0,0,2,0,0,0,0,2601,0.39658397,0,0,0.37799999,0,0,0,0.41258428,1,0,0,0,0.4083792,4,,,,0,1,0.42858458
,,,99,15040,0,0,0,64,0,0,2,0,0,0,0,4096,0.052255183,0,0,0.58200002,0,,,,0,,0,,,4,"McCandless, Alfred",CA,37,1,0,
,,,99,14657,0,0,0,73,0,0,4,1,0.249,0,0,5329,0.12295337,0,0,0.61799997,0,,,,0,,0,,,16,"Sensenbrenner, James",WI,9,1,0,
,,,99,14233,1,0,0,51,0,1,6,0,0,0,0,2601,1.769735,1,0,0.124,0,,,,1,,0,,,36,"Hefner, W.",NC,8,1,0,
,,,99,14624,1,0,0,61,0,1,4,1,0.52600002,0,0,3721,1.938454,0,0,0.36200002,0,,,,1,,0,,,16,"Fazio, Vic",CA,4,1,0,
Mitchell,George,ME,99,14713,0,0,0,61,0,0,4,0,0,0,0,3721,0.79947174,0,0,0.34999999,0,0,0,0.69455409,1,0,0,0,0.69230521,16,,,,0,1,0.58963645
,,,99,12013,0,0,0,78,0,0,9,0,0,0,0,6084,0.99112791,0,0,0.155,0,,,,0,,0,,,81,"Fish, Hamilton",NY,21,1,0,
Melcher,John,MT,99,12039,0,0,0,54,0,0,5,1,0.114,0,0,2916,0.52402544,0,0,0.37199998,0,1,2.8293633,0.71335208,0,0,0,0,0.7116338,25,,,,0,1,0.90267873
,,,99,14052,0,0,0,67,0,0,7,0,0,0,0,4489,0.015369171,0,0,0.51499999,0,,,,0,,0,,,49,"Shuster, Bud",PA,9,1,0,
,,,99,14861,0,0,0,74,0,0,3,1,0.092,0,0,5476,0.033812176,0,0,0.40399998,0,,,,1,,0,,,9,"Skeen, Joe",NM,2,1,0,
,,,99,14070,1,0,0,55,0,1,5,0,0,0,0,3025,0.22532752,0,0,0.084000006,0,,,,0,,0,,,25,"Luken, Thomas",OH,1,1,0,
,,,99,14435,1,0,0,71,0,1,5,1,0.38600001,0,0,5041,1.9978943,0,0,0.39700001,0,,,,0,,0,,,25,"Markey, Edward",MA,7,1,0,
,,,99,10794,0,0,0,71,0,0,10,1,0.463,0,0,5041,0.39532602,0,0,0.35999998,0,,,,1,,0,,,100,"Vander Jagt, Guy",MI,9,1,0,
Dixon,Alan,IL,99,14902,0,0,0,56,0,0,3,1,0.34400001,0,0,3136,0.58301961,0,0,0.2,0,0,0,0.69735926,0,1,0,0,0.67359304,9,,,,0,1,0.81169891
,,,99,10573,1,0,0,57,0,0,7,1,0.52600002,0,0,3249,0.88952041,0,0,0.41000003,0,,,,0,,0,,,49,"Brown, George",CA,36,1,0,
,,,99,15042,0,0,0,64,0,0,2,1,0.18000001,0,0,4096,0.24377052,0,0,0.20799999,0,,,,0,,0,,,4,"McKernan, John",ME,1,1,0,
,,,99,14632,1,0,0,100,0,0,4,1,0.35499999,0,0,10000,0.092215031,0,0,0.19000001,0,,,,1,,0,,,16,"Hall, Tony",OH,3,1,0,
,,,99,14868,0,0,0,63,0,0,3,0,0,0,0,3969,0.12295337,0,0,0.46799999,0,,,,0,,0,,,9,"Weber, Vin",MN,2,1,0,
,,,99,15065,1,0,0,56,0,0,2,1,0.15000001,0,0,3136,0.12602721,0,0,0.23099999,0,,,,0,,0,,,4,"Staggers, Harley",WV,2,1,0,
,,,99,15101,1,0,0,50,0,0,1,0,0,0,0,2500,1.0124737,0,0,0.32000002,0,,,,0,,1,,,1,"Gray, Kenneth",IL,22,1,0,
,,,99,14823,1,0,0,75,0,0,3,0,0,0,0,5625,0.57017368,0,0,0.39200002,0,,,,0,,0,,,9,"Foglietta, Thomas",PA,1,1,0,
,,,99,14613,1,0,1,65,0,1,4,0,0,0,0,4225,1.4265168,0,0,0.29800001,0,,,,0,,0,,,16,"Coelho, Anthony",CA,15,1,0,
,,,99,14289,1,0,0,54,0,1,5,0,0,0,0,2916,3.0350614,0,0,0.214,0,,,,0,,0,,,25,"Lundine, Stanley",NY,34,1,0,
,,,99,15078,0,0,0,62,0,0,2,0,0,0,0,3844,0.092215031,0,0,0.40099999,0,,,,0,,0,,,4,"Zschau, Edwin",CA,12,1,0,
Warner,John,VA,99,14712,1,0,0,70,0,1,4,0,0,0,0,4900,0.49612886,0,0,0.23199999,0,0,0,0.5210349,1,0,0,0,0.53150272,16,,,,0,1,0.54594094
,,,99,15063,0,0,0,57,0,0,2,1,0.233,0,0,3249,0.061476685,0,0,0.447,0,,,,0,,0,,,4,"Smith, Bob",OR,2,1,0,
,,,99,7610,1,0,0,60,0,1,21,0,0,0,0,3600,0.22081757,0,0,0.28,0,,,,0,,0,,,441,"Price, Melvin",IL,21,1,0,
,,,99,15092,0,0,0,51,0,0,1,1,0.19,0,0,2601,0.061476685,0,0,0.50300002,0,,,,0,,1,,,1,"Coble, Howard",NC,6,1,0,
,,,99,14291,1,0,0,100,0,1,5,0,0,0,0,10000,1.5606049,1,0,0.19,0,,,,0,,0,,,25,"Hall, Sam",TX,1,1,0,
,,,99,15088,1,0,0,52,0,0,1,1,0.34400001,0,0,2704,0.14848167,0,0,0.17600001,0,,,,0,,1,,,1,"Bruce, Terry",IL,19,1,0,
Weicker,Lowell,CT,99,12032,1,0,0,50,1,1,8,1,0.2,0,0,2500,2.914315,0,0,0.090999998,0,0,0,2.779985,1,0,0,0,2.7710397,64,,,,0,1,2.6456549
,,,99,15024,1,0,0,55,0,0,2,1,0.35499999,0,0,3025,0.2388182,0,0,0.17999999,0,,,,0,,0,,,4,"Feighan, Edward",OH,19,1,0,
,,,99,15003,0,0,0,59,0,0,2,1,0.164,0,0,3481,0.92223173,0,0,0.336,0,,,,0,,0,,,4,"Bateman, Herbert",VA,1,1,0,
,,,99,15032,1,0,0,67,0,0,2,1,0.52600002,0,0,4489,1.5935099,0,0,0.25300002,0,,,,0,,0,,,4,"Lehman, Richard",CA,18,1,0,
,,,99,14410,0,0,0,65,0,0,5,1,0.266,0,0,4225,0.076845862,0,0,0.34900001,0,,,,0,,0,,,25,"Coleman, E.",MO,6,1,0,
,,,99,14841,0,0,0,58,0,0,3,1,0.34400001,0,1,3364,0.046107516,0,1,0.41599998,0,,,,0,,0,,,9,"Martin, Lynn",IL,16,1,0,
,,,99,14879,1,0,1,52,0,1,2,1,0.52600002,0,0,2704,0.1075842,0,0,0.29500002,0,,,,0,,0,,,4,"Martinez, Matthew",CA,30,1,0,
,,,99,14407,1,0,0,58,0,0,5,1,0.463,0,0,3364,0.087004974,0,0,0.46700001,0,,,,1,,0,,,25,"Bonior, David",MI,12,1,0,
,,,99,14039,1,0,0,100,0,1,7,1,0.38600001,0,0,10000,0.60906202,0,0,0.32300001,0,,,,1,,0,,,49,"Moakley, John",MA,9,1,0,
,,,99,13042,0,0,0,62,0,0,8,1,0.28099999,0,0,3844,0.061476685,0,0,0.41499999,0,,,,0,,0,,,64,"Spence, Floyd",SC,2,1,0,
,,,99,14601,1,0,0,98,0,0,4,0,0,0,0,9604,0.7591418,1,0,0.138,0,,,,1,,0,,,16,"Anthony, Beryl",AR,4,1,0,
,,,99,15008,1,0,0,64,0,0,2,1,0.345,0,0,4096,0.033812176,0,0,0.31,0,,,,0,,0,,,4,"Borski, Robert",PA,3,1,0,
,,,99,10607,0,0,0,77,0,0,12,0,0,0,0,5929,0.21175267,0,0,0.22,0,,,,1,,0,,,144,"McDade, Joseph",PA,10,1,0,
,,,99,14239,0,0,0,75,0,0,6,1,0.34400001,0,0,5625,0.16291322,0,0,0.36999997,0,,,,0,,0,,,36,"Hyde, Henry",IL,6,1,0,
,,,99,14828,1,0,0,58,0,0,3,1,0.191,0,0,3364,0.48583153,1,0,0.23199999,0,,,,0,,0,,,9,"Hall, Ralph",TX,4,1,0,
Thurmond,Strom,SC,99,9369,1,0,0,67,1,1,16,1,0.28099999,1,0,4489,3.8588197,0,0,0.38200003,0,0,0,3.7549214,0,0,0,0,3.7595778,256,,,,0,1,3.6510231
,,,99,15000,1,0,0,69,0,1,2,1,0.40700001,0,0,4761,3.9944744,0,0,0.375,0,,,,0,,0,,,4,"Ackerman, Gary",NY,7,1,0,
,,,99,15018,1,0,0,57,0,0,2,1,0.191,0,0,3249,0.33948609,1,0,0.24800001,0,,,,1,,0,,,4,"Coleman, Ronald",TX,16,1,0,
,,,99,14650,1,0,0,70,0,1,4,0,0,0,0,4900,0.63866454,0,0,0.24100001,0,,,,0,,0,,,16,"Mavroules, Nicholas",MA,6,1,0,
,,,99,14431,1,0,0,51,0,0,2,0,0,0,0,2601,0.41018426,0,0,0.21699999,0,,,,0,,0,,,4,"Kostmayer, Peter",PA,8,1,0,
Gore,Albert,TN,99,14423,0,0,0,61,0,0,1,0,0,0,0,3721,0.31040695,1,0,0.35499999,0,1,0.48861989,0.52568763,1,0,1,0,0.51427364,1,,,,0,1,0.74096835
,,,99,10716,1,0,1,100,1,0,11,1,0.191,0,0,10000,5.7283645,1,0,0.131,0,,,,0,,0,,,121,"de la Garza, E.",TX,15,1,0,
,,,99,15039,0,0,0,78,0,0,2,0,0,0,0,6084,1.4175328,0,0,0.41499999,0,,,,0,,0,,,4,"McCain, John",AZ,1,1,0,
,,,99,14813,0,0,0,71,0,0,3,0,0,0,0,5041,0.25606588,0,0,0.64199996,0,,,,0,,0,,,9,"Dreier, David",CA,33,1,0,
,,,99,14822,0,0,0,65,0,0,3,0,0,0,0,4225,0.69706744,0,0,0.62799996,0,,,,0,,0,,,9,"Fields, Jack",TX,8,1,0,
,,,99,14847,0,0,0,76,0,0,3,1,0.212,0,0,5776,0.23548664,0,0,0.26199999,0,,,,0,,0,,,9,"Morrison, Sid",WA,4,1,0,
,,,99,14672,1,0,0,66,0,1,4,1,0.114,0,0,4356,6.909595,0,0,0.19899999,0,,,,0,,0,,,16,"Williams, Pat",MT,1,1,0,
,,,99,8672,1,0,0,61,0,1,14,0,0,0,0,3721,2.7230225,0,0,0.198,0,,,,1,,0,,,196,"Smith, Neal",IA,4,1,0,
,,,99,15025,0,0,0,51,0,0,2,0,0,0,0,2601,0.13311249,0,0,0.40499997,0,,,,0,,0,,,4,"Franklin, William",MS,2,1,0,
Biden,Joseph,DE,99,14101,0,0,0,60,0,0,7,0,0,0,0,3600,0.13812074,0,0,0.366,0,0,0,0.13812074,1,0,0,0,0.13812074,49,,,,0,1,0.13812074
,,,99,14627,0,0,0,69,0,0,4,0,0,0,0,4761,0.052255183,0,0,0.43799999,0,,,,0,,0,,,16,"Gingrich, Newt",GA,6,1,0,
Dodd,Christopher,CT,99,14213,0,0,0,56,0,0,3,0,0,0,0,3136,0.29000291,0,0,0.345,0,1,0.24612162,0.31050128,1,1,0,0,0.31024054,9,,,,0,1,0.33099964
,,,99,12000,1,0,0,97,0,0,9,0,0,1,0,9409,0.31045726,1,0,0.31400001,0,,,,1,,0,,,81,"Alexander, Bill",AR,1,1,0,
,,,99,15048,1,0,0,54,0,0,2,0,0,0,0,2916,0.10237415,1,0,0.015000001,0,,,,0,,0,,,4,"Olin, James",VA,6,1,0,
,,,99,14430,1,0,0,93,0,1,5,1,0.463,0,0,8649,3.0189335,0,0,0.29700002,0,,,,0,,0,,,25,"Kildee, Dale",MI,7,1,0,
,,,99,14842,0,0,0,100,0,0,3,0,0,0,0,10000,1.4430552,0,0,0.46799999,0,,,,0,,0,,,9,"McCollum, Bill",FL,5,1,0,
Wilson,Pete,CA,99,14915,1,0,0,52,0,1,2,1,0.52600002,0,0,2704,0.69487542,0,0,0.29800001,0,0,0,0.70496905,0,0,0,0,0.72433633,4,,,,0,1,0.71506268
,,,99,14639,0,0,0,79,0,0,4,1,0.28400001,0,0,6241,0.284668,0,0,0.50599998,0,,,,0,,0,,,16,"Kramer, Ken",CO,5,1,0,
Simpson,Alan,WY,99,14710,1,0,0,78,0,1,4,1,0.075000003,1,0,6084,1.063224,0,0,0.289,0,0,0,0.76540142,0,0,0,0,0.75756246,16,,,,0,1,0.46757889
,,,99,14071,0,0,0,67,0,0,6,1,0.52600002,0,1,4489,0.15676555,0,0,0.47399998,0,,,,0,,0,,,36,"Lagomarsino, Robert",CA,19,1,0,
,,,99,15109,0,0,0,55,0,0,1,1,0.169,0,0,3025,0.015369171,0,1,0.28399998,0,,,,0,,1,,,1,"Meyers, Jan",KS,3,1,0,
,,,99,14636,1,0,0,100,0,0,4,1,0.22400001,0,0,10000,0.14967699,1,0,0.098999999,0,,,,0,,0,,,16,"Hutto, Earl",FL,1,1,0,
,,,99,10616,0,0,0,100,0,0,12,1,0.149,0,0,10000,1.9173633,0,0,0.35299999,0,,,,1,,0,,,144,"Quillen, James",TN,1,1,0,
,,,99,14273,0,0,0,73,0,0,6,1,0.345,0,0,5329,0.59913671,0,0,0.35599998,0,,,,1,,0,,,36,"Schulze, Richard",PA,5,1,0,
,,,99,15031,1,0,0,57,0,0,2,1,0.345,0,0,3249,0.15369172,0,0,0.193,0,,,,0,,0,,,4,"Kolter, Joseph",PA,4,1,0,
Nunn,Sam,GA,99,14108,0,0,0,80,0,0,7,1,0.14,0,0,6400,0.257162,1,0,0.155,0,0,0,0.28080976,0,0,0,0,0.28659156,49,,,,0,1,0.30445752
Cohen,William,ME,99,14010,1,0,0,73,0,1,4,0,0,0,0,5329,0.88785785,0,0,0.050999999,0,1,0.43101394,0.84149224,0,0,0,0,0.83865303,16,,,,0,1,0.79512662
,,,99,15028,0,0,0,64,0,0,2,1,0.2,0,0,4096,0.45039406,0,1,0.148,0,,,,0,,0,,,4,"Johnson, Nancy",CT,6,1,0,
,,,99,15060,1,0,0,100,0,0,2,1,0.164,0,0,10000,0,1,0,0.020000003,0,,,,0,,0,,,4,"Sisisky, Norman",VA,4,1,0,
,,,99,14629,1,1,0,91,1,1,4,0,0,0,0,8281,2.7061296,0,0,0.42300004,0,,,,1,,0,,,16,"Gray, William",PA,2,1,0,
,,,99,10595,1,1,0,87,1,1,12,1,0.52600002,0,0,7569,2.9582965,0,0,0.42000002,0,,,,0,,0,,,144,"Hawkins, Augustus",CA,29,1,0,
,,,99,830,1,0,0,69,0,1,17,1,0.38600001,0,0,4761,1.7442067,0,0,0.24299999,0,,,,1,,0,,,289,"Boland, Edward",MA,2,1,0,
Trible,Paul,VA,99,14456,1,0,0,51,0,0,2,0,0,0,0,2601,0.91958791,0,0,0.24999999,0,1,0.33138821,0.8864134,1,0,0,0,0.90176833,4,,,,0,1,0.85323888
Rudman,Warren,NH,99,14909,1,0,0,52,0,1,3,0,0,0,0,2704,0.050627951,0,0,0.24600001,0,0,0,0.050627951,1,1,0,0,0.050627951,9,,,,0,1,0.050627951
,,,99,15100,1,0,0,63,0,0,1,0,0,0,0,3969,0,1,0,0.126,0,,,,0,,1,,,1,"Gordon, Bart",TN,6,1,0,
Cochran,Thad,MS,99,14009,1,0,0,58,0,1,4,0,0,1,0,3364,0.58945745,0,0,0.22399999,0,1,0.37188402,0.59086382,1,0,0,0,0.59030128,16,,,,0,1,0.5922702
,,,99,14043,0,0,0,56,0,0,3,1,0.164,0,0,3136,0.36781484,0,0,0.38,0,,,,0,,0,,,9,"Parris, Stanford",VA,8,1,0,
,,,99,10719,0,0,0,77,0,0,11,0,0,0,0,5929,0.44570598,0,0,0.25599998,0,,,,1,,0,,,121,"Duncan, John",TN,2,1,0,
,,,99,15029,1,0,0,55,0,0,2,0,0,0,0,3025,0.19057773,0,0,0.18800001,1,,,,0,,0,,,4,"Kaptur, Marcy",OH,9,1,0,
,,,99,14240,0,0,0,65,0,0,6,1,0.13,0,0,4225,0.94068927,0,0,0.066,0,,,,0,,0,,,36,"Jeffords, James",VT,1,1,0,
,,,99,14427,1,0,0,,0,1,5,0,0,0,0,,0.40221775,1,0,0.103,0,,,,0,,0,,,25,"Huckaby, Thomas",LA,5,1,0,
,,,99,15005,1,0,0,63,0,0,2,1,0.52600002,0,0,3969,0.87580913,0,0,0.35900003,0,,,,0,,0,,,4,"Berman, Howard",CA,26,1,0,
,,,99,14208,1,0,0,71,0,1,6,0,0,0,0,5041,2.4321842,0,0,0.23599999,0,,,,0,,0,,,36,"Bonker, Don",WA,3,1,0,
,,,99,14873,1,0,0,72,0,0,3,1,0.252,0,0,5184,0.72566956,0,0,0.29900002,0,,,,1,,0,,,9,"Hoyer, Steny",MD,5,1,0,
,,,99,14845,0,0,0,62,0,0,3,1,0.40700001,0,0,3844,0.070698187,0,0,0.28599998,0,,,,1,,0,,,9,"McGrath, Raymond",NY,5,1,0,
,,,99,13029,0,0,0,70,0,0,8,1,0.2,0,0,4900,0.2827895,0,0,0.017999999,0,,,,0,,0,,,64,"McKinney, Stewart",CT,4,1,0,
Armstrong,William,CO,99,14002,1,0,0,64,0,1,4,1,0.28400001,1,0,4096,0.47444403,0,0,0.53200001,0,1,0.1163789,0.47710866,1,0,0,0,0.47664526,16,,,,0,1,0.47977328
Domenici,Pete,NM,99,14103,1,0,0,72,0,1,7,0,0,0,0,5184,0.87833369,0,0,0.206,0,0,0,0.90781456,1,0,0,0,0.92572129,49,,,,0,1,0.93729544
,,,99,10391,1,0,0,100,0,0,16,1,0.191,1,0,10000,2.778964,1,0,0.34,0,,,,0,,0,,,256,"Wright, James",TX,12,1,0,
,,,99,14403,0,0,0,64,0,0,5,1,0.52600002,0,0,4096,0.030738343,0,0,0.66299999,0,,,,0,,0,,,25,"Badham, Robert",CA,40,1,0,
,,,99,14271,1,0,0,64,0,0,6,0,0,0,0,4096,0.37687975,0,0,0.11,0,,,,1,,0,,,36,"Russo, Martin",IL,3,1,0,
,,,99,12007,1,0,0,65,0,0,9,1,0.22400001,0,0,4225,0.91364503,1,0,0.016000003,0,,,,1,,0,,,81,"Chappell, Bill",FL,4,1,0,
,,,99,14026,1,0,0,52,0,1,7,0,0,0,0,2704,2.0442438,1,0,0.023000002,0,,,,1,,0,,,49,"Jones, James",OK,1,1,0,
,,,99,14257,1,0,0,65,0,1,6,0,0,0,0,4225,1.8819394,0,0,0.38200003,0,,,,0,,0,,,36,"Mineta, Norman",CA,13,1,0,
,,,99,14815,1,0,0,56,0,0,3,1,0.175,0,0,3136,0.59255707,0,0,0.28600001,0,,,,1,,0,,,9,"Dwyer, Bernard",NJ,6,1,0,
Levin,Carl,MI,99,14709,0,0,0,52,0,0,4,0,0,0,0,2704,0.93872845,0,0,0.42099997,0,0,0,1.0204822,0,0,0,0,1.0259509,16,,,,0,1,1.1022359
,,,99,14414,0,0,0,53,0,0,1,0,0,0,0,2809,0.56251168,0,0,0.551,0,,,,0,,1,,,1,"Dornan, Robert",CA,38,1,0,
,,,99,14402,1,0,0,76,0,1,5,1,0.35499999,0,0,5776,2.1719527,0,0,0.002999998,0,,,,0,,0,,,25,"Applegate, Douglas",OH,18,1,0,
,,,99,10587,1,0,0,100,1,1,12,1,0.22400001,0,0,10000,9.0123167,1,0,0.12800001,0,,,,0,,0,,,144,"Fuqua, Don",FL,2,1,0,
,,,99,15052,1,0,0,57,0,0,2,1,0.211,0,0,3249,0.046107516,0,0,0.038999997,0,,,,0,,0,,,4,"Penny, Timothy",MN,1,1,0,
,,,99,14818,1,0,0,67,0,0,3,1,0.35499999,0,0,4489,0.74446028,0,0,0.147,0,,,,0,,0,,,9,"Eckart, Dennis",OH,11,1,0,
,,,99,14611,0,0,0,74,0,0,4,0,0,0,1,5476,0.84912944,0,0,0.66799998,0,,,,0,,0,,,16,"Cheney, Dick",WY,1,1,0,
,,,99,14831,1,0,0,100,0,1,3,1,0.142,0,0,10000,0,1,0,0.078999996,0,,,,0,,0,,,9,"Hatcher, Charles",GA,2,1,0,
Specter,Arlen,PA,99,14910,1,0,0,50,0,1,3,0,0,0,0,2500,1.2960947,0,0,0.022,0,0,0,1.3800051,1,1,0,0,1.3723315,9,,,,0,1,1.4639156
,,,99,12042,1,0,0,63,0,1,9,0,0,0,0,3969,0.98149079,0,0,0.21699999,0,,,,0,,0,,,81,"Roe, Robert",NJ,8,1,0,
,,,99,14467,1,0,0,100,0,0,5,0,0,0,0,10000,0.095288865,1,0,0.12100001,0,,,,1,,0,,,25,"Fowler, Wyche",GA,5,1,0,
,,,99,14067,1,0,0,,0,0,7,0,0,0,0,,1.1635972,1,0,0.24800001,1,,,,1,,0,,,49,"Boggs, Corinne",LA,2,1,0,
,,,99,14834,0,0,0,52,0,0,3,0,0,0,0,2704,0,0,0,0.49399999,0,,,,0,,0,,,9,"Hiler, John",IN,3,1,0,
,,,99,12041,0,0,0,78,0,0,9,0,0,0,0,6084,0.556364,0,0,0.85399997,0,,,,1,,0,,,81,"Crane, Philip",IL,12,1,0,
Proxmire,William,WI,99,7638,0,0,0,64,0,0,15,1,0.249,0,0,4096,0.54341555,0,0,0.51300001,0,0,0,0.57380056,1,0,0,0,0.56463468,225,,,,0,1,0.60418558
,,,99,15047,0,0,0,75,0,0,2,1,0.082000002,0,0,5625,0.45415556,0,0,0.61299998,0,,,,0,,0,,,4,"Nielson, Howard",UT,3,1,0,
Helms,Jesse,NC,99,14105,1,0,0,52,1,1,7,0,0,0,0,2704,2.0847952,0,0,0.66600001,0,0,0,1.5934548,1,0,0,0,1.599046,49,,,,0,1,1.1021144
,,,99,10075,1,0,0,88,1,1,23,1,0.185,0,0,7744,5.0127635,1,0,0.149,0,,,,1,,0,,,529,"Whitten, Jamie",MS,1,1,0,
,,,99,9017,1,0,0,78,0,1,14,0,0,0,0,6084,0.24564576,0,0,0.016999997,0,,,,0,,0,,,196,"Stratton, Samuel",NY,23,1,0,
,,,99,14651,1,0,0,61,0,1,4,1,0.22400001,0,0,3721,1.169405,1,0,0.001999996,0,,,,0,,0,,,16,"Nelson, Bill",FL,11,1,0,
,,,99,14843,1,0,0,64,0,0,3,0,0,0,0,4096,0.076845862,1,0,1.19E-10,0,,,,0,,0,,,9,"McCurdy, Dave",OK,4,1,0,
,,,99,15011,1,0,0,68,0,0,2,0,0,0,0,4624,0.39720124,0,0,0.412,1,,,,0,,0,,,4,"Boxer, Barbara",CA,6,1,0,
,,,99,6845,1,0,0,62,0,1,17,0,0,0,0,3844,1.8282912,1,0,0.198,0,,,,1,,0,,,289,"Natcher, William",KY,2,1,0,
,,,99,14075,1,0,0,64,0,0,6,1,0.463,0,0,4096,0.26910526,0,0,0.24999999,0,,,,1,,0,,,36,"Traxler, Bob",MI,8,1,0,
,,,99,14645,0,0,0,81,0,0,4,0,0,0,1,6561,0.10237415,0,0,0.52200001,0,,,,1,,0,,,16,"Loeffler, Tom",TX,21,1,0,
Chiles,Lawton,FL,99,13101,0,0,0,62,0,0,8,1,0.22400001,0,0,3844,1.0487714,1,0,0.199,0,0,0,1.0900183,1,0,0,0,1.0889285,64,,,,0,1,1.1312652
Glenn,John,OH,99,14304,0,0,0,69,0,0,6,0,0,0,0,4761,0.20840184,0,0,0.27699998,0,0,0,0.31996465,0,1,0,0,0.3213515,36,,,,0,1,0.43152744
,,,99,14040,0,0,0,85,0,0,7,1,0.52600002,0,0,7225,0.28867945,0,0,0.56400001,0,,,,0,,0,,,49,"Moorhead, Carlos",CA,22,1,0,
,,,99,14626,1,0,0,59,0,1,4,0,0,0,0,3481,0.003073834,1,0,0.207,0,,,,1,,0,,,16,"Frost, Martin",TX,24,1,0,
,,,99,14429,1,0,0,67,0,0,5,0,0,0,0,4489,2.0565393,1,0,1.19E-10,0,,,,1,,0,,,25,"Jenkins, Edgar",GA,9,1,0,
,,,99,15051,0,0,0,74,0,0,2,0,0,0,0,5476,0.11774332,0,0,0.523,0,,,,0,,0,,,4,"Packard, Ron",CA,43,1,0,
,,,99,15050,1,1,0,91,0,0,2,1,0.40700001,0,0,8281,0.25913969,0,0,0.50300002,0,,,,0,,0,,,4,"Owens, Major",NY,12,1,0,
,,,99,15058,0,0,0,89,0,0,2,1,0.28400001,0,0,7921,0,0,0,0.55400002,0,,,,0,,0,,,4,"Schaefer, Dan",CO,6,1,0,
,,,99,14605,0,0,0,74,0,0,4,1,0.21600001,0,0,5476,0.50547314,0,0,0.30899999,0,,,,0,,0,,,16,"Bereuter, Doug",NE,1,1,0,
,,,99,15046,1,0,0,51,0,0,2,0,0,0,0,2601,0.26622498,0,0,0.22500001,0,,,,1,,0,,,4,"Mrazek, Robert",NY,3,1,0,
,,,99,14245,0,0,0,77,0,0,6,1,0.35499999,0,0,5929,0.89259422,0,0,0.47499999,0,,,,0,,0,,,36,"Kindness, Thomas",OH,8,1,0,
,,,99,15049,1,0,1,64,0,0,2,0,0,0,0,4096,0.064550519,1,0,0.15899999,0,,,,0,,0,,,4,"Ortiz, Solomon",TX,27,1,0,
,,,99,,0,0,1,,0,0,5,0,,0,0,,0,0,0,,0,,,,0,,0,,,25,"Corrada, Baltasar",PR,1,1,0,
,,,99,10717,0,0,0,60,0,0,11,0,0,0,0,3600,0.046107516,0,0,0.47299999,0,,,,0,,0,,,121,"Dickinson, William",AL,2,1,0,
Inouye,Daniel,HI,99,4812,0,0,0,78,0,0,12,1,0.24600001,0,1,6084,1.6811049,0,0,0.34399998,0,0,0,1.7184329,1,1,0,0,1.7159697,144,,,,0,1,1.7557609
,,,99,15020,0,0,0,74,0,0,2,1,0.35499999,0,0,5476,0.074709639,0,0,0.45199999,0,,,,0,,0,,,4,"DeWine, Mike",OH,7,1,0,
Ford,Wendell,KY,99,14302,0,0,0,65,0,0,6,1,0.078000002,0,0,4225,0.15344532,1,0,0.26199999,0,0,0,0.1988048,1,1,0,0,0.19510491,36,,,,0,1,0.24416427
Packwood,Bob,OR,99,12107,1,0,0,52,1,1,9,1,0.233,0,0,2704,1.4282724,0,0,0.077,0,0,0,1.4354768,1,1,0,0,1.437861,81,,,,0,1,1.4426812
,,,99,15083,1,0,0,54,0,0,2,0,0,0,0,2916,0.22532752,0,0,0.18300001,0,,,,1,,0,,,4,"Mollohan, Alan",WV,1,1,0,
,,,99,15111,0,0,0,49,0,0,1,0,0,0,0,2401,0.15785649,0,0,0.66799998,0,,,,0,,1,,,1,"Monson, David",UT,2,1,0,
,,,99,14616,0,0,0,76,0,0,4,1,0.52600002,0,0,5776,0.49770018,0,0,0.76999998,0,,,,0,,0,,,16,"Dannemeyer, William",CA,39,1,0,
,,,99,8080,1,0,0,71,1,0,14,1,0.34400001,0,0,5041,14.303181,0,0,0.26500002,0,,,,1,,0,,,196,"Rostenkowski, Dan",IL,8,1,0,
,,,99,14454,0,0,0,72,0,0,5,1,0.26899999,0,0,5184,0.63559073,0,0,0.85399997,0,,,,0,,0,,,25,"Stump, Bob",AZ,3,1,0,
,,,99,14846,0,0,0,70,0,0,3,1,0.40700001,0,0,4900,0.22532752,0,0,0.34,0,,,,0,,0,,,9,"Molinari, Guy",NY,14,1,0,
